mission_id,team_effect,month_team_count,team_count,mp,ammo,mre,part,duration,experience,expect_gun_level,get_gun_num,gun_n_pool,gun_1_pool,limit_guns,get_equip_num,equip_n_pool,equip_1_pool,limit_equips,draw_event_id
10964,9000,1,2,330,330,330,110,3300,200,75,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,301,308,316,100,42,75","316,301,308",0,0,0,0,0
10965,9000,1,2,330,330,330,110,3300,200,75,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,301,308,316,100,42,75","316,301,308",0,0,0,0,0
10966,9000,1,2,330,330,330,110,3300,200,75,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,301,308,316,100,42,75","316,301,308",0,0,0,0,0
10967,9000,1,2,330,330,330,110,3300,200,75,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,301,308,316,100,42,75","316,301,308",0,0,0,0,0
10968,9000,1,2,330,330,330,110,3300,200,75,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,301,308,316,100,42,75","316,301,308",0,0,0,0,0
10969,10000,1,2,360,360,360,120,3900,300,80,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,0,0,0,0
10970,10000,1,2,360,360,360,120,3900,300,80,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,0,0,0,0
10971,10000,1,2,360,360,360,120,3900,300,80,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,0,0,0,0
10972,10000,1,2,360,360,360,120,3900,300,80,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,0,0,0,0
10973,10000,1,2,360,360,360,120,3900,300,80,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,0,0,0,0
10974,10000,1,2,360,360,360,120,3900,300,80,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,0,0,0,0
10975,10000,1,2,360,360,360,120,3900,300,80,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,0,0,0,0
10976,10000,1,2,360,360,360,120,3900,300,80,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,0,0,0,0
10977,10000,1,2,360,360,360,120,3900,300,80,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,291,298,299,150,72,99","291,298,299",0,0,0,0,0
10978,15000,1,2,450,450,450,150,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,300,301,308,1,118,36","300,301,308",0,0,0,0,0
10979,15000,1,2,450,450,450,150,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,300,301,308,1,118,36","300,301,308",0,0,0,0,0
10980,30000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,5,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",,0
10981,30000,1,2,1000,1000,1000,1000,10000,50,100,5,,,,5,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,0","1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",,0
10982,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,202,150,66",202,0,,,,0
10983,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,39,226,75",226,0,,,,0
10984,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,85,103,60,1018",1018,0,,,,0
10985,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,60,69,253,72",253,0,,,,0
10986,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,23,42,4",4,0,,,,0
10987,30000,1,2,1000,1000,1000,1000,10000,50,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,168,118,36,1020",1020,0,,,,0
10990,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,225,99,118",225,0,,,,0
10992,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,335,26,36",335,0,,,,0
10994,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,151,101,60",151,0,,,,0
10996,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,333,1,103",333,0,,,,0
11002,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,332,362,358,69,60,26","332,362,358",0,,,,0
11003,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,332,362,358,69,60,26","332,362,358",0,,,,0
11004,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,332,362,358,69,60,26","332,362,358",0,,,,0
11005,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,331,334,340,341,359,166,99,39,78","331,334,340,341,359,166",0,,,,0
11006,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,331,334,340,341,359,166,99,39,78","331,334,340,341,359,166",0,,,,0
11007,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,331,334,340,341,359,166,99,39,78","331,334,340,341,359,166",0,,,,0
11008,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,331,334,340,341,359,166,99,39,78","331,334,340,341,359,166",0,,,,0
11009,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,331,334,340,341,359,166,99,39,78","331,334,340,341,359,166",0,,,,0
11010,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,331,334,340,341,359,166,99,39,78","331,334,340,341,359,166",0,,,,0
11011,15000,1,2,2925,2925,2925,975,4500,350,100,4,,,,0,,,,0
11012,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,23,72",0,0,,,,0
11013,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,85,150",0,0,,,,0
11014,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,118",0,0,,,,0
11015,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,69,88",0,0,,,,0
11016,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,332,60,26",332,0,,,,0
11017,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,362,358,99,39,78","362,358",0,,,,0
11018,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,331,334,36,100,66","331,334",0,,,,0
11019,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,340,341,103,168,42","340,341",0,,,,0
11020,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,359,166,99,150,60","359,166",0,,,,0
11021,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,332,101,75,23",332,0,,,,0
11022,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,362,358,1,118,88","362,358",0,,,,0
11023,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,331,334,69,60,26","331,334",0,,,,0
11024,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,340,341,99,39,78","340,341",0,,,,0
11025,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,36,100,66",0,0,,,,0
11026,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,359,166,103,168,42","359,166",0,,,,0
11027,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,332,60,26",332,0,,,,0
11028,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,362,358,99,39,78","362,358",0,,,,0
11029,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,331,334,36,100,66","331,334",0,,,,0
11030,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,340,341,103,168,42","340,341",0,,,,0
11031,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,359,166,99,150,60","359,166",0,,,,0
11032,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,332,101,75,23",332,0,,,,0
11033,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,362,358,1,118,88","362,358",0,,,,0
11034,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,331,334,69,60,26","331,334",0,,,,0
11035,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,340,341,99,39,78","340,341",0,,,,0
11036,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,359,166,103,168,42","359,166",0,,,,0
11037,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,332,60,26",332,0,,,,0
11038,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,362,358,99,39,78","362,358",0,,,,0
11039,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,331,334,36,100,66","331,334",0,,,,0
11040,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,340,341,103,168,42","340,341",0,,,,0
11041,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,359,166,99,150,60","359,166",0,,,,0
11042,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,332,101,75,23",332,0,,,,0
11043,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,362,358,1,118,88","362,358",0,,,,0
11044,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,331,334,69,60,26","331,334",0,,,,0
11045,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,340,341,99,39,78","340,341",0,,,,0
11046,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,359,166,103,168,42","359,166",0,,,,0
11047,15000,1,2,2925,2925,2925,975,4500,350,100,4,,,,0,,,,0
11048,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,332,362,358,36,100,66","332,362,358",0,,,,0
11049,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,332,362,358,103,168,42","332,362,358",0,,,,0
11050,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,331,334,340,341,359,166,36,100,66","331,334,340,341,359,166",0,,,,0
11051,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,331,334,340,341,359,166,103,168,42","331,334,340,341,359,166",0,,,,0
11052,15000,1,2,2925,2925,2925,975,4500,350,100,4,,,,0,,,,0
11053,15000,1,2,2925,2925,2925,975,4500,350,100,4,,,,0,,,,0
11083,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,297,319,99,118","297,319",0,,,,0
11084,15000,1,2,2925,2925,2925,975,4500,350,100,4,,,,0,,,,0
11085,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,253,242,101,60","253,242",0,,,,0
11086,15000,1,2,2925,2925,2925,975,4500,350,100,4,,,,0,,,,0
11087,15000,1,2,2925,2925,2925,975,4500,350,100,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,297,319,253,242,1,39,23","253,242,297,319",0,,,,0
11116,15000,1,2,2925,2925,2925,975,4500,350,100,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,150,118,36,78,223,230,232,239,241,249,254,242,251","242,251,254,223,230,232,239,241,249",0,,,,0
90001,2200,1,1,120,120,120,40,3600,140,35,0,,,,3,"1,5,9,13,17,29,37,55,0","1,5,9,13,17,29,37,55",,0
90002,3600,1,1,210,210,210,70,6000,220,40,0,,,,4,"1,5,9,13,17,29,37,55,2,6,10,14,0","1,5,9,13,17,29,37,55,2,6,10,14",,0
90003,4100,1,2,270,270,270,90,7200,250,45,0,,,,4,"1,5,9,13,17,29,37,55,2,6,10,14,0","1,5,9,13,17,29,37,55,2,6,10,14",,0
90004,4600,1,2,600,600,600,200,10800,480,50,0,,,,6,"1,5,9,13,17,29,37,55,2,6,10,14,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,59",59,0
90005,4800,1,1,300,300,300,100,7200,260,55,0,,,,4,"1,5,9,13,17,29,37,55,2,6,10,14,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56",,0
90006,5300,1,2,330,330,330,110,7500,300,60,0,,,,4,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,3,7,11,15",,0
90007,5700,1,2,420,420,420,140,9000,360,65,0,,,,7,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,3,7,11,15,19,31,39,57",,0
90008,6200,1,2,650,650,650,200,10800,520,70,0,,,,6,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,3,7,11,15,19,31,39,57,61",61,0
90009,7000,1,1,420,420,420,140,8400,400,75,0,,,,6,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,3,7,11,15,19,31,39,57",,0
90010,7800,1,2,540,540,540,170,10200,510,77,0,,,,6,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,3,7,11,15,19,31,39,57",,0
90011,8200,1,2,600,600,600,200,11400,560,82,0,,,,6,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,3,7,11,15,19,31,39,57",,0
90012,8500,1,2,800,800,800,250,12600,640,89,0,,,,7,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,3,7,11,15,19,31,39,57,60",60,0
90013,9000,1,2,450,450,450,150,7800,450,89,0,,,,5,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,3,7,11,15,19,31,39,57",,0
90014,9500,1,2,400,400,400,130,6600,380,91,0,,,,6,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,3,7,11,15,19,31,39,57",,0
90015,10500,1,2,510,510,510,170,8400,480,96,0,,,,6,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,0","1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,3,7,11,15,19,31,39,57",,0
